avg_vol_3m,change,company_name,last_price,market_cap,pe_ratio_ttm,percent_change,sector_name,symbol,volume
1.055M,-0.09,Vector Group Ltd.,10.345,1631230720,8.92,-0.91%,Consumer Defensive,VGR,71600
"890,054",0.00,"Udemy, Inc.",10.04,1538700160,,0.00%,Consumer Defensive,UDMY,88123
"750,508",-0.14,"Utz Brands, Inc.",18.6,1514166528,,-0.75%,Consumer Defensive,UTZ,64728
"755,390",-8.14,Laboratory Corporation of America Holdings,199.805,16808775680,46.14,-3.91%,Healthcare,LH,225329
2.783M,-0.21,Royalty Pharma plc,27.77,16590770176,10.98,-0.75%,Healthcare,RPRX,246568
1.413M,-7.49,BioMarin Pharmaceutical Inc.,83.71,15886065664,96.22,-8.21%,Healthcare,BMRN,1839839
12.825M,-0.13,"Walgreens Boots Alliance, Inc.",17.68,15252766720,,-0.73%,Healthcare,WBA,1027114
1.053M,-1.19,Quest Diagnostics Incorporated,136.36,15143596032,18.35,-0.87%,Healthcare,DGX,77948
"885,569",-0.17,"Neurocrine Biosciences, Inc.",138.805,13961006080,56.20,-0.12%,Healthcare,NBIX,69820
8.857M,+0.05,Viatris Inc.,11.6,13775812608,232.00,+0.43%,Healthcare,VTRS,917587
"883,419",-1.41,"Revvity, Inc.",101.27,12509376512,70.33,-1.37%,Healthcare,RVTY,56735
1.071M,-0.30,"Shockwave Medical, Inc.",328.57,12323905536,85.34,-0.09%,Healthcare,SWAV,110454
"544,008",-8.45,"Charles River Laboratories International, Inc.",230.975,11897707520,25.05,-3.53%,Healthcare,CRL,163137
"276,493",-13.32,"Medpace Holdings, Inc.",384.245,11905216512,39.13,-3.35%,Healthcare,MEDP,47560
"827,330",-1.39,Bruker Corporation,80.81,11744521216,27.87,-1.69%,Healthcare,BRKR,115660
"821,675",-1.16,"Sarepta Therapeutics, Inc.",123.09,11552660480,,-0.93%,Healthcare,SRPT,86606
7.859M,-1.01,Roblox Corporation,33.955,21722134528,,-2.90%,Communication Services,RBLX,771929
9.941M,-1.25,"Pinterest, Inc.",31.595,21566146560,,-3.82%,Communication Services,PINS,3345024
2.403M,-0.75,"Live Nation Entertainment, Inc.",88.9,20517943296,64.89,-0.84%,Communication Services,LYV,134438
28.758M,-0.19,"Warner Bros. Discovery, Inc.",8.185,20054315008,,-2.33%,Communication Services,WBD,3014947
1.703M,-0.60,Omnicom Group Inc.,95.38,18678646784,12.91,-0.63%,Communication Services,OMC,148141
31.682M,-0.14,Snap Inc.,10.94,18057891840,,-1.26%,Communication Services,SNAP,6953762
1.541M,-0.40,Warner Music Group Corp.,31.57,16349502464,35.47,-1.25%,Communication Services,WMG,49138
"99,740",-0.41,Formula One Group,61.28,15919502336,98.84,-0.66%,Communication Services,FWONA,2690
3.427M,-0.26,Fox Corporation,31.445,14371811328,18.39,-0.84%,Communication Services,FOXA,199383
2.843M,-0.44,News Corporation,24.12,13844326400,60.30,-1.79%,Communication Services,NWSA,231889
4.262M,-0.81,"The Interpublic Group of Companies, Inc.",30.59,11545400320,10.89,-2.58%,Communication Services,IPG,476510
3.492M,-1.49,Twilio Inc.,59.49,10830809088,,-2.44%,Communication Services,TWLO,306200
"722,229",-0.58,"Zillow Group, Inc.",42.3,10084955136,,-1.35%,Communication Services,ZG,53059
"121,150",0.00,Afya Limited,16.62,1494959104,20.02,0.00%,Consumer Defensive,AFYA,8731
"84,912",-0.07,"Ingles Markets, Incorporated",73.15,1389440384,7.52,-0.10%,Consumer Defensive,IMKTA,1643
"640,856",-0.50,"The Vita Coco Company, Inc.",23.69,1342844032,29.99,-2.07%,Consumer Defensive,COCO,30618
"364,369",-0.88,"The Chefs' Warehouse, Inc.",32.29,1285435904,36.69,-2.65%,Consumer Defensive,CHEF,11516
"309,787",-0.51,Universal Corporation,51.405,1263185280,9.66,-0.97%,Consumer Defensive,UVV,9197
"214,951",-0.09,Fresh Del Monte Produce Inc.,25.94,1235496320,,-0.35%,Consumer Defensive,FDP,5852
"548,637",-0.02,Perdoceo Education Corporation,18.4,1207016064,8.44,-0.11%,Consumer Defensive,PRDO,41758
"463,059",-0.02,Adecoagro S.A.,11.05,1171366272,8.07,-0.18%,Consumer Defensive,AGRO,23550
"425,417",-0.14,Dole plc,12.18,1156237696,7.96,-1.14%,Consumer Defensive,DOLE,30481
"61,066",-1.07,"John B. Sanfilippo & Son, Inc.",99.28,1151657856,17.24,-1.07%,Consumer Defensive,JBSS,2827
"463,011",-0.17,"Vital Farms, Inc.",26.4675,1106230400,44.86,-0.65%,Consumer Defensive,VITL,79425
1.113M,-0.10,"The Duckhorn Portfolio, Inc.",8.31,959048832,14.58,-1.19%,Consumer Defensive,NAPA,46435
"817,058",-1.01,DaVita Inc.,131.725,11501832192,17.75,-0.76%,Healthcare,DVA,16247
1.757M,-1.10,Incyte Corporation,50.645,11371119616,19.11,-2.12%,Healthcare,INCY,200886
"868,556",-6.03,Insulet Corporation,161.22,11289026560,54.84,-3.61%,Healthcare,PODD,84539
"465,895",-1.54,United Therapeutics Corporation,235.46,11080394752,11.89,-0.65%,Healthcare,UTHR,20623
"594,172",-3.06,"Universal Health Services, Inc.",162.84,10964701184,15.90,-1.84%,Healthcare,UHS,279326
2.465M,-3.49,Exact Sciences Corporation,59.75,10846477312,,-5.52%,Healthcare,EXAS,463109
3.6M,-1.26,Solventum Corporation,62.285,10757179392,,-1.98%,Healthcare,SOLV,401190
1.429M,-2.91,"Natera, Inc.",88.59,10697951232,,-3.18%,Healthcare,NTRA,147936
2.755M,-0.15,"Catalent, Inc.",55.805,10099254272,,-0.26%,Healthcare,CTLT,127111
1.098M,-1.30,Bio-Techne Corporation,62.22,9780486144,44.76,-2.05%,Healthcare,TECH,66580
"269,100",-4.87,Teleflex Incorporated,206.3,9716977664,27.29,-2.31%,Healthcare,TFX,26373
1.178M,-1.28,Tenet Healthcare Corporation,96.985,9619593216,16.99,-1.30%,Healthcare,THC,78441
1.12M,-0.68,"Henry Schein, Inc.",72.525,9318084608,22.95,-0.94%,Healthcare,HSIC,39971
5.705M,-0.59,"Roku, Inc.",61.24,8789287936,,-0.95%,Communication Services,ROKU,766090
20.469M,-0.07,Paramount Global,12.61,8672136192,,-0.55%,Communication Services,PARA,1484655
5.425M,-0.72,"Match Group, Inc.",31.22,8367334400,13.81,-2.25%,Communication Services,MTCH,454635
1.611M,-0.80,The Liberty SiriusXM Group,24.4284,7970645504,10.09,-3.18%,Communication Services,LSXMA,128763
4.572M,-0.06,"Endeavor Group Holdings, Inc.",26.385,7943943680,23.14,-0.21%,Communication Services,EDR,175454
1.312M,-0.46,"TKO Group Holdings, Inc.",95.43,7697660416,,-0.48%,Communication Services,TKO,16205
1.275M,-0.79,The New York Times Company,42.51,6990769152,30.36,-1.82%,Communication Services,NYT,74849
"163,308",-1.66,Liberty Broadband Corporation,48.63,6918687744,10.39,-3.30%,Communication Services,LBRDA,13102
7.58M,-1.55,"Reddit, Inc.",41.6,6751388160,,-3.60%,Communication Services,RDDT,308421
1.585M,-0.20,Liberty Global Ltd.,16.05,6136075264,,-1.23%,Communication Services,LBTYA,174282
1.653M,-0.76,"Frontier Communications Parent, Inc.",22.1,5492822528,184.17,-3.32%,Communication Services,FYBR,137567
"362,661",-3.22,"Nexstar Media Group, Inc.",160.89,5378311168,16.71,-1.96%,Communication Services,NXST,17387
"308,441",-0.06,"AptarGroup, Inc.",139.95,9259889664,32.85,-0.04%,Healthcare,ATR,11269
"518,670",-3.23,Repligen Corporation,164.63,9192692736,222.47,-1.92%,Healthcare,RGEN,33286
1.017M,-0.77,Qiagen N.V.,40.75,9020297216,26.81,-1.85%,Healthcare,QGEN,339126
"80,369",-39.62,Chemed Corporation,578.325,8754279424,32.27,-6.41%,Healthcare,CHE,36221
7.47M,-0.16,Roivant Sciences Ltd.,10.735,8650757120,2.04,-1.51%,Healthcare,ROIV,427091
"696,745",+1.78,Encompass Health Corporation,84.585,8470341632,23.56,+2.16%,Healthcare,EHC,148032
"208,759",-1.64,"Bio-Rad Laboratories, Inc.",276.57,7895963136,,-0.59%,Healthcare,BIO,18412
"343,883",-3.02,"Penumbra, Inc.",203.13,7861882880,87.18,-1.46%,Healthcare,PEN,14673
1.416M,+0.10,"Cerevel Therapeutics Holdings, Inc.",42,7626191872,,+0.24%,Healthcare,CERE,65659
6.456M,+3.35,"Viking Therapeutics, Inc.",68.4201,7541126144,,+5.15%,Healthcare,VKTX,903536
"969,353",-0.85,"Intra-Cellular Therapies, Inc.",72.27,7539712000,,-1.17%,Healthcare,ITCI,62167
"376,429",-0.23,Stevanato Group S.p.A.,27.08,7386584064,45.90,-0.84%,Healthcare,STVN,14228
"120,927",-2.33,Madison Square Garden Sports Corp.,183.815,4401615872,116.34,-1.25%,Communication Services,MSGS,7315
"533,977",-1.60,IAC Inc.,47.57,4089383680,16.02,-3.25%,Communication Services,IAC,84518
1.276M,-0.23,Iridium Communications Inc.,29.05,3527512320,145.25,-0.79%,Communication Services,IRDM,143561
"84,798",-0.21,Millicom International Cellular S.A.,19.9528,3418513408,,-1.03%,Communication Services,TIGO,3881
"197,530",-0.14,Liberty Live Group,36.29,3400637952,,-0.38%,Communication Services,LLYVA,52044
"454,554",-0.16,"Cogent Communications Holdings, Inc.",64.8,3177669120,2.43,-0.25%,Communication Services,CCOI,21206
"216,851",-0.74,United States Cellular Corporation,36.0309,3072823040,57.19,-2.01%,Communication Services,USM,12497
"802,127",-0.87,Yelp Inc.,39.52,2698472960,29.27,-2.15%,Communication Services,YELP,19289
1.455M,-0.29,Manchester United plc,15.5,2622909952,,-1.84%,Communication Services,MANU,35310
1.028M,-0.10,Playtika Holding Corp.,7.02,2601955840,10.97,-1.40%,Communication Services,PLTK,37667
2.294M,-0.18,TEGNA Inc.,13.635,2401205248,5.98,-1.27%,Communication Services,TGNA,71164
"27,570",-0.29,"Atlanta Braves Holdings, Inc.",40.7,2375931648,,-0.71%,Communication Services,BATRA,1439
"530,570",-1.19,Masimo Corporation,134.73,7128995328,89.23,-0.88%,Healthcare,MASI,19303
2.237M,-0.29,"Exelixis, Inc.",23.415,6902742016,36.02,-1.24%,Healthcare,EXEL,174871
"504,654",-8.54,"Inspire Medical Systems, Inc.",225.655,6836737024,,-3.64%,Healthcare,INSP,20539
1.043M,-0.90,"Globus Medical, Inc.",50.54,6841700864,47.23,-1.75%,Healthcare,GMED,44143
"552,175",-0.37,"HealthEquity, Inc.",78.83,6791882752,123.17,-0.47%,Healthcare,HQY,38690
2.052M,-2.32,"Cytokinetics, Incorporated",64.5,6745152000,,-3.47%,Healthcare,CYTK,143535
"608,035",-0.91,Jazz Pharmaceuticals plc,107.41,6696508928,17.61,-0.84%,Healthcare,JAZZ,27637
"275,993",-1.11,"The Ensign Group, Inc.",117.53,6687997440,32.20,-0.94%,Healthcare,ENSG,32759
"773,285",-0.12,Lions Gate Entertainment Corp.,9.83,2370632448,,-1.21%,Communication Services,LGF-B,36871
"312,312",-0.85,"Ziff Davis, Inc.",51.39,2370548736,57.74,-1.63%,Communication Services,ZD,13522
"175,361",-1.72,Cimpress plc,87.66,2334964480,56.92,-1.92%,Communication Services,CMPR,3907
"118,848",-12.07,"Cable One, Inc.",390.91,2196562432,8.66,-3.00%,Communication Services,CABO,13918
3.172M,-0.39,"Cinemark Holdings, Inc.",17.32,2119049984,12.93,-2.20%,Communication Services,CNK,200625
1.144M,-1.27,"Dave & Buster's Entertainment, Inc.",52.06,2097992064,18.08,-2.38%,Communication Services,PLAY,164775
"380,361",-0.39,"John Wiley & Sons, Inc.",37.99,2077756800,,-1.02%,Communication Services,WLY,12070
"996,683",-0.56,"Telephone and Data Systems, Inc.",15.51,1753188352,,-3.48%,Communication Services,TDS,64352
"538,191",-0.09,Stagwell Inc.,5.99,1609752576,,-1.48%,Communication Services,STGW,42874
"501,914",-0.11,Liberty Latin America Ltd.,7.355,1503442944,,-1.54%,Communication Services,LILA,140780
"578,709",+0.72,"Acadia Healthcare Company, Inc.",71.915,6646952960,,+1.02%,Healthcare,ACHC,98557
4.156M,-0.26,Elanco Animal Health Incorporated,13.05,6447965696,,-1.95%,Healthcare,ELAN,172591
1.887M,-0.28,Integral Ad Science Holding Corp.,9.285,1483380736,232.12,-2.88%,Communication Services,IAS,102084
"520,783",-1.34,"Shutterstock, Inc.",41.43,1472604544,13.63,-3.13%,Communication Services,SSTK,28228
"749,633",-1.66,Sphere Entertainment Co.,39.46,1386580992,9.77,-4.04%,Communication Services,SPHR,90993
"328,712",-0.31,"MediaAlpha, Inc.",18.765,1231265408,,-1.60%,Communication Services,MAX,14510
1.602M,-0.09,Vivid Seats Inc.,5.8,1214322816,22.31,-1.53%,Communication Services,SEAT,177154
1.186M,-0.44,"Magnite, Inc.",8.6599,1211797120,,-4.85%,Communication Services,MGNI,184117
"919,259",-0.19,Gogo Inc.,8.54,1093709312,7.83,-2.18%,Communication Services,GOGO,35206
2.385M,-0.11,Genius Sports Limited,5.12,1074176000,,-2.10%,Communication Services,GENI,242639
"347,619",-0.17,"NerdWallet, Inc.",13.5888,1056076800,,-1.24%,Communication Services,NRDS,11063
"258,129",-0.61,Scholastic Corporation,36.12,1018789824,25.99,-1.66%,Communication Services,SCHL,3419
"370,961",-0.34,"QuinStreet, Inc.",17.31,950154496,,-1.93%,Communication Services,QNST,10386
17.742M,-0.93,Exxon Mobil Corporation,120.12,475466203136,13.51,-0.77%,Energy,XOM,2250051
"72,014",-0.29,IDT Corporation,36.3,921569856,25.03,-0.79%,Communication Services,IDT,3752
"855,432",-0.55,IMAX Corporation,17.11,905996800,37.20,-3.11%,Communication Services,IMAX,599639
"209,472",-0.30,Deluxe Corporation,19.99,880133696,33.88,-1.48%,Communication Services,DLX,12420
"147,991",-0.55,"Thryv Holdings, Inc.",22.355,794894592,,-2.38%,Communication Services,THRY,13231
"102,817",-0.13,"TechTarget, Inc.",27.42,782802624,171.38,-0.47%,Communication Services,TTGT,7537
"448,500",-0.41,"Sinclair, Inc.",12.33,784210176,,-3.22%,Communication Services,SBGI,32046
"149,367",+0.05,Shenandoah Telecommunications Company,14.22,775659776,88.88,+0.35%,Communication Services,SHEN,21318
1.026M,-0.77,Fiverr International Ltd.,19.69,762044352,218.78,-3.76%,Communication Services,FVRR,97684
"416,641",-0.76,"EverQuote, Inc.",18.75,641806848,,-3.90%,Communication Services,EVER,23531
"1,954",-0.14,"Gray Television, Inc.",8.43,609561536,,-1.63%,Communication Services,GTN-A,289
"117,133",-0.07,Anterix Inc.,32.09,594303616,38.66,-0.22%,Communication Services,ATEX,14197
1.808M,-0.12,"Cardlytics, Inc.",11.4,549183552,,-1.04%,Communication Services,CDLX,103999
8.243M,-0.65,Chevron Corporation,162.92,300776390656,14.33,-0.40%,Energy,CVX,1713642
5.388M,-0.40,ConocoPhillips,128.88,150931374080,14.23,-0.31%,Energy,COP,391922
3.484M,-1.13,"EOG Resources, Inc.",134.47,77349298176,10.34,-0.83%,Energy,EOG,232012
2.741M,-0.77,Marathon Petroleum Corporation,198.37,71479853056,8.39,-0.39%,Energy,MPC,167403
10.706M,-0.24,Schlumberger Limited,48.87,69851848704,16.29,-0.49%,Energy,SLB,1399859
2.988M,-0.92,Phillips 66,156.865,66632491008,10.13,-0.59%,Energy,PSX,209479
1.962M,-1.70,Pioneer Natural Resources Company,273.82,63970652160,13.54,-0.62%,Energy,PXD,115027
4.882M,-0.26,Enterprise Products Partners L.P.,28.79,62423924736,11.42,-0.90%,Energy,EPD,1104765
8.505M,+0.00,Occidental Petroleum Corporation,67.335,59690123264,17.27,+0.01%,Energy,OXY,884829
3.397M,-0.80,Valero Energy Corporation,166.2,54755258368,6.67,-0.48%,Energy,VLO,570546
12.263M,-0.06,Energy Transfer LP,15.8078,53236875264,14.50,-0.39%,Energy,ET,2642498
2.638M,-0.15,Hess Corporation,158.985,48983756800,35.41,-0.09%,Energy,HES,672738
7.111M,-0.20,"The Williams Companies, Inc.",39.05,47579299840,14.57,-0.51%,Energy,WMB,346725
"59,754",-0.07,"Reservoir Media, Inc.",8.23,533487488,823.00,-0.84%,Communication Services,RSVR,5574
"677,724",-0.23,AMC Networks Inc.,11.275,491155904,2.30,-1.96%,Communication Services,AMCX,38905
"146,059",+0.10,Boston Omaha Corporation,15.55,487570240,,+0.65%,Communication Services,BOC,11734
"444,722",-0.10,The Marcus Corporation,13.545,435538112,29.45,-0.77%,Communication Services,MCS,24633
1.254M,-0.17,"Groupon, Inc.",10.4291,406425152,,-1.61%,Communication Services,GRPN,82762
"45,729",-0.03,"Emerald Holding, Inc.",5.82,366983008,,-0.51%,Communication Services,EEX,3323
"99,590",-9.01,"ATN International, Inc.",19.71,305134432,,-31.37%,Communication Services,ATNI,39311
"60,516",-0.07,"Townsquare Media, Inc.",12.2066,185540320,,-0.60%,Communication Services,TSQ,612
"86,643",-0.18,"Ooma, Inc.",6.53,172531088,,-2.68%,Communication Services,OOMA,4521
"12,361",-0.40,"Saga Communications, Inc.",22.34,139920784,14.41,-1.76%,Communication Services,SGA,306
"47,416",+0.11,RADCOM Ltd.,8.9139,137907840,37.14,+1.29%,Communication Services,RDCM,5377
"166,827",-0.15,Skillz Inc.,6.14,119300808,,-2.38%,Communication Services,SKLZ,13501
2.931M,-0.42,"ONEOK, Inc.",80.53,47000526848,14.70,-0.52%,Energy,OKE,160285
2.274M,-0.20,MPLX LP,41.57,42015629312,10.94,-0.48%,Energy,MPLX,152319
13.76M,-0.11,"Kinder Morgan, Inc.",18.695,41491308544,17.15,-0.61%,Energy,KMI,1219931
2.003M,+1.28,"Cheniere Energy, Inc.",158.695,36604747776,3.90,+0.81%,Energy,LNG,179475
1.781M,-0.58,"Diamondback Energy, Inc.",204.66,36499066880,11.80,-0.28%,Energy,FANG,88337
6.861M,-0.35,Halliburton Company,38.37,34011320320,13.32,-0.90%,Energy,HAL,648872
8.54M,+0.08,Baker Hughes Company,32.75,32897374208,18.30,+0.24%,Energy,BKR,1666478
7.575M,-0.47,Devon Energy Corporation,51.635,32788224000,8.84,-0.89%,Energy,DVN,899062
1.794M,-0.50,Targa Resources Corp.,116.4,25903075328,31.80,-0.43%,Energy,TRGP,125903
"204,738",-0.37,"Cheniere Energy Partners, L.P.",47.79,23132319744,6.88,-0.77%,Energy,CQP,7203
6.844M,-0.21,Coterra Energy Inc.,28.245,21220186112,13.26,-0.76%,Energy,CTRA,359265
6.777M,+0.18,EQT Corporation,39.61,17456959488,29.34,+0.46%,Energy,EQT,905299
"109,658",-0.31,Travelzoo,8.275,109249856,10.34,-3.56%,Communication Services,TZOO,36389
"225,151",+0.10,"Direct Digital Holdings, Inc.",6.34,90958712,19.81,+1.64%,Communication Services,DRCT,15183
"43,461",-0.05,"Lee Enterprises, Incorporated",12.6,77403312,,-0.40%,Communication Services,LEE,562
"9,980",-0.07,"Steel Connect, Inc.",12.0615,76044736,12.83,-0.56%,Communication Services,STCN,8566
"21,543",-0.18,"comScore, Inc.",14.5,68949672,,-1.23%,Communication Services,SCOR,800
9.873M,-0.02,Marathon Oil Corporation,27.515,15724188672,10.75,-0.05%,Energy,MRO,555488
3.163M,-0.21,Ovintiv Inc.,52.695,14172529664,6.67,-0.39%,Energy,OVV,200732
1.309M,-0.18,"Western Midstream Partners, LP",35.76,13606107136,13.75,-0.50%,Energy,WES,58561
"75,106",-9.48,Texas Pacific Land Corporation,579.53,13332261888,32.91,-1.61%,Energy,TPL,2919
9.748M,+0.03,Permian Resources Corporation,17.29,13403744256,13.94,+0.17%,Energy,PR,298379
3.641M,-0.09,"Plains All American Pipeline, L.P.",18.155,12727944192,12.97,-0.52%,Energy,PAA,574818
7.004M,-0.25,APA Corporation,31.795,11813527552,3.44,-0.80%,Energy,APA,661358
1.881M,-0.49,Chesapeake Energy Corporation,90.2,11797708800,5.33,-0.54%,Energy,CHK,123080
4.796M,+0.81,TechnipFMC plc,26.53,11597218816,221.08,+3.15%,Energy,FTI,1800210
2.3M,-0.20,HF Sinclair Corporation,57.23,11283123200,6.90,-0.35%,Energy,DINO,345731
4.694M,+1.09,Antero Resources Corporation,32.53,9875066880,41.71,+3.47%,Energy,AR,1974132
2.625M,+0.35,Range Resources Corporation,38.12,9248941056,19.06,+0.93%,Energy,RRC,293196
"864,088",-1.31,Weatherford International plc,123.705,8946246656,21.86,-1.04%,Energy,WFRD,59096
14.064M,-0.04,Southwestern Energy Company,7.555,8321529856,5.36,-0.46%,Energy,SWN,1280211
1.499M,-0.41,Matador Resources Company,64.88,8095726080,9.20,-0.63%,Energy,MTDR,105378
"901,448",-0.73,Hess Midstream LP,34.8967,7899322368,16.78,-2.06%,Energy,HESM,87114
"710,091",+0.01,Chord Energy Corporation,183.6,7630985216,7.81,+0.01%,Energy,CHRD,35356
4.532M,-0.06,NOV Inc.,18.77,7423253504,7.51,-0.32%,Energy,NOV,226454
1.429M,+0.00,"Civitas Resources, Inc.",73.5625,7362870784,8.16,+0.00%,Energy,CIVI,50699
"717,798",-0.22,Icahn Enterprises L.P.,17.04,7310722560,,-1.28%,Energy,IEP,59260
1.699M,-0.34,Murphy Oil Corporation,45.88,7000186880,10.85,-0.74%,Energy,MUR,32780
1.062M,-0.39,"Viper Energy, Inc.",39.49,6984004608,14.68,-0.98%,Energy,VNOM,25420
2.15M,-0.39,PBF Energy Inc.,56.79,6767380480,3.44,-0.68%,Energy,PBF,113659
2.723M,-0.08,Antero Midstream Corporation,13.94,6687547392,18.10,-0.57%,Energy,AM,201420
2.151M,-0.09,ChampionX Corporation,34.56,6578599424,22.01,-0.26%,Energy,CHX,374714
1.148M,-0.80,Noble Corporation plc,45.25,6462424064,13.63,-1.74%,Energy,NE,30624
"675,569",-0.41,"DT Midstream, Inc.",63.76,6191676416,16.18,-0.64%,Energy,DTM,28878
1.906M,-0.07,"EnLink Midstream, LLC",13.575,6151877632,30.85,-0.53%,Energy,ENLC,51295
7.121M,+0.01,Equitrans Midstream Corporation,13.445,5830572032,15.11,+0.04%,Energy,ETRN,599751
1.656M,+0.05,SM Energy Company,50.0649,5759165440,7.30,+0.11%,Energy,SM,77561
1.199M,-0.51,Valvoline Inc.,42.1,5458222592,31.42,-1.20%,Energy,VVV,41468
3.508M,-0.09,Magnolia Oil & Gas Corporation,26.02,5314585088,12.75,-0.34%,Energy,MGY,126354
2.051M,+0.05,Frontline plc,22.77,5069126144,6.47,+0.22%,Energy,FRO,192189
"605,769",-0.37,National Fuel Gas Company,54.9,5057805312,11.51,-0.67%,Energy,NFG,51373
"903,790",-0.68,Valaris Limited,66.79,4836317184,5.80,-1.01%,Energy,VAL,60381
"782,609",-0.29,Tidewater Inc.,92.38,4828804096,50.21,-0.31%,Energy,TDW,45773
"440,508",-0.43,Sunoco LP,55.95,4723751936,15.33,-0.76%,Energy,SUN,80244
18.577M,-0.08,Transocean Ltd.,5.705,4675703808,,-1.30%,Energy,RIG,1635532
6.647M,-0.23,"Patterson-UTI Energy, Inc.",11.295,4554731520,12.84,-2.04%,Energy,PTEN,500485
2.163M,-0.02,"Plains GP Holdings, L.P.",18.985,4416936448,18.80,-0.13%,Energy,PAGP,117120
1.284M,-0.05,"Northern Oil and Gas, Inc.",42.925,4337313792,4.28,-0.10%,Energy,NOG,93070
1.35M,-1.99,"Helmerich & Payne, Inc.",40.44,3996547584,9.65,-4.69%,Energy,HP,312724
2.862M,+0.05,Liberty Energy Inc.,22.81,3801331968,8.36,+0.22%,Energy,LBRT,175049
"546,232",-0.05,Sitio Royalties Corp.,23.885,3755390720,,-0.19%,Energy,STR,32716
1.041M,-0.44,Scorpio Tankers Inc.,70.4,3738789120,7.02,-0.62%,Energy,STNG,26910
1.01M,-0.58,California Resources Corporation,54.355,3737541888,6.99,-1.05%,Energy,CRC,15642
2.884M,-0.40,CNX Resources Corporation,23.81,3646144512,2.65,-1.65%,Energy,CNX,932617
"703,058",-0.26,Seadrill Limited,49.44,3487052544,12.00,-0.52%,Energy,SDRL,12953
"803,172",-0.08,Atlas Energy Solutions Inc.,22.385,3404959744,15.12,-0.38%,Energy,AESI,28235
"581,772",-1.15,"Cactus, Inc.",51.175,3352909312,19.91,-2.19%,Energy,WHD,70114
"522,022",-0.04,"Black Stone Minerals, L.P.",15.8,3322945280,8.40,-0.25%,Energy,BSM,29351
"908,069",-0.57,"CVR Energy, Inc.",33,3317522944,4.31,-1.70%,Energy,CVI,45968
1.362M,-0.02,"Archrock, Inc.",19.82,3097647872,29.58,-0.10%,Energy,AROC,107278
3.32M,-0.11,Peabody Energy Corporation,23.345,2971631616,4.67,-0.49%,Energy,BTU,144699
4.559M,-0.09,"Comstock Resources, Inc.",10.065,2941012736,13.24,-0.84%,Energy,CRK,345407
"231,458",-0.47,Gulfport Energy Corporation,158.78,2872171520,2.39,-0.30%,Energy,GPOR,5224
"796,329",-0.26,NuStar Energy L.P.,22.29,2820465152,30.96,-1.15%,Energy,NS,127762
8.165M,-0.11,Kosmos Energy Ltd.,5.8397,2753436160,13.27,-1.85%,Energy,KOS,693758
"444,445",-0.04,"Alliance Resource Partners, L.P.",21.14,2707230720,4.40,-0.19%,Energy,ARLP,45718
1.207M,-0.03,Golar LNG Limited,25.15,2629860096,,-0.12%,Energy,GLNG,43055
7.47M,-0.07,Uranium Energy Corp.,6.545,2645096448,,-1.13%,Energy,UEC,1003303
"522,537",-0.54,"International Seaways, Inc.",53.04,2595294976,4.71,-1.01%,Energy,INSW,23459
"393,164",-0.06,"USA Compression Partners, LP",24.69,2543119360,123.45,-0.24%,Energy,USAC,14200
1.741M,-0.02,Talos Energy Inc.,13.5101,2484602112,8.72,-0.15%,Energy,TALO,139499
"423,017",-0.11,"Kodiak Gas Services, Inc.",27.47,2463764992,94.72,-0.40%,Energy,KGS,10015
"594,975",-0.22,CONSOL Energy Inc.,83.2061,2463599616,4.20,-0.27%,Energy,CEIX,25599
"625,267",-0.15,Kinetik Holdings Inc.,39.035,2330877440,15.49,-0.40%,Energy,KNTK,29774
"837,846",-0.39,"Oceaneering International, Inc.",22.66,2297429504,23.85,-1.69%,Energy,OII,310153
"851,483",-0.04,Expro Group Holdings N.V.,19.18,2114825216,,-0.21%,Energy,XPRO,30194
"743,362",-0.55,"Vital Energy, Inc.",54.59,2001367680,1.63,-1.00%,Energy,VTLE,25869
"881,788",-0.17,"Par Pacific Holdings, Inc.",32.515,1929459584,2.72,-0.54%,Energy,PARR,31700
"426,290",-0.47,Teekay Tankers Ltd.,56.13,1922884736,3.78,-0.83%,Energy,TNK,14525
"127,162",+0.14,Mach Natural Resources LP,20.2299,1921840512,,+0.70%,Energy,MNR,3476
"346,301",-0.26,"HighPeak Energy, Inc.",14.945,1910792960,9.46,-1.68%,Energy,HPK,16320
42.158M,-5.29,"Amazon.com, Inc.",171.305,1782034464768,59.07,-2.99%,Consumer Cyclical,AMZN,16068007
100.571M,+0.09,"Tesla, Inc.",162.2207,517354258432,41.49,+0.06%,Consumer Cyclical,TSLA,27767483
3.417M,-4.80,"The Home Depot, Inc.",328.21,325266276352,21.71,-1.44%,Consumer Cyclical,HD,565814
3.346M,-1.12,McDonald's Corporation,275.625,198727008256,23.82,-0.41%,Consumer Cyclical,MCD,656477
9.701M,-2.13,"NIKE, Inc.",92.51,139630903296,27.21,-2.25%,Consumer Cyclical,NKE,835293
2.492M,-4.10,"Lowe's Companies, Inc.",226.1899,129424048128,17.14,-1.78%,Consumer Cyclical,LOW,257962
"275,891",-27.77,Booking Holdings Inc.,3489.75,118721298432,29.70,-0.79%,Consumer Cyclical,BKNG,15209
5.224M,-0.47,"The TJX Companies, Inc.",94.81,107416879104,24.56,-0.49%,Consumer Cyclical,TJX,833623
4.764M,-2.04,"Airbnb, Inc.",160.8,102161383424,22.18,-1.25%,Consumer Cyclical,ABNB,377573
